Global Question ID,Source Question Number,Paper ,Unit Name,Chapter Name,Subject / Title,Question Type,Question Text,Option 1,Option 2,Option 3,Option 4,Right Answer,Explanation,Correct Marks,Negative Marks,Difficulty
Q-00030,29,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Which of the following statements about Sir Richard Steele are correct?
A. Steele launched ""The Tatler"" in April 1709 under the pseudonym Isaac Bickerstaff, aiming to expose the “false arts of life.”
B. He collaborated with Joseph Addison in founding ""The Spectator"" (1711) and later ""The Guardian"" (1713).
C. Steele wrote 188 out of 271 essays in ""The Tatler,"" while Addison contributed 42.
D. His prose comedies include ""The Funeral"" (1701), ""The Lying Lover"" (1703), ""The Tender Husband"" (1705), and ""The Conscious Lovers"" (1722).
E. Steele, originally a Tory MP, later became a Whig and was expelled from Parliament for opposing Addison.
Choose the correct answer from the options given below:","A, B and C only","A, C and D only","B, D and E only","A, B, C and D only",4,"Statements A, B, C, and D are correct:
Steele founded ""The Tatler"" under the persona of Isaac Bickerstaff.
He worked with Addison on ""The Spectator"" and ""The Guardian.""
He contributed most essays to ""The Tatler.""
His comedies include ""The Funeral,"" ""The Lying Lover,"" ""The Tender Husband,"" and ""The Conscious Lovers.""
Statement E is false: Steele opposed Tory policies and was expelled, but not for opposing Addison.",2,0,Medium
Q-00031,30,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Which of the following statements about Richard Steele’s ""The Trumpet Club"" are correct?
A. ""The Tatler’s"" narrator, Isaac Bickerstaff, originally popularized by Jonathan Swift, is adopted by Steele as a humorous astrologer.
B. ""The Spectator"" is narrated by Mr. Spectator, known for his keen observation and storytelling of human nature.
C. ""The Guardian"" features Nestor Ironside advising the fictional Lizard family, though the periodical is often considered inferior to ""The Tatler"" and ""The Spectator.""
D. In ""The Trumpet Club,"" Steele humorously describes members like Sir Jeffery Notch, Major Matchlock, Honest Dick Reptile, and a witty bencher, blending satire with reflections on old age.
E. Steele co-authored ""The Tatler"" and ""The Spectator"" with Addison but signed off the final issues of both periodicals alone.
Choose the correct answer from the options given below:","A, B and C only","A, C and D only","A, B, C and D only","A, B, C, D and E",4,"All statements A–E are correct:
Isaac Bickerstaff was borrowed by Steele from Swift.
""The Spectator"" used the anonymous persona Mr. Spectator.
""The Guardian"" featured Nestor Ironside and the Lizard family.
""The Trumpet Club"" satirized eccentric old members.
Steele and Addison collaborated, though Steele ended their journals alone.  
Thus A, B, C, D, and E are correct.",2,0,Hard
Q-00032,31,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Which of the following statements about ""The Spectator"" (1711–1712) are correct?
A. ""The Spectator"" was a daily publication by Addison and Steele, running for 555 numbers (collected into seven volumes).
B. It was revived in 1714 without Steele, forming an eighth volume with contributions from Eustace Budgell and John Hughes.
C. In Number 10, Mr. Spectator declared his aim was “to enliven morality with wit.”
D. The periodical targeted middle-class readers, especially women, recommending the paper as part of the “tea-equipage.”
E. Addison stated its goal was to avoid philosophy and focus only on coffeehouse gossip.
Choose the correct answer from the options given below:","A, B and C only","B, C and D only","A, C and E only","A, B, C and D only",4,"Statements A, B, C, and D are correct:
""The Spectator"" ran for 555 numbers and was later revived in 1714.
Number 10 included the famous line “to enliven morality with wit.”
It targeted middle-class readers, especially women, integrating reading with social life.
Statement E is false: Addison did not reject philosophy but sought to combine moral seriousness with wit.",2,0,Medium
Q-00033,32,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Which of the following statements about Samuel Johnson’s ""The Rambler"" (1750–1752) and ""The Idler"" (1758–1760) are correct?
A. ""The Rambler"" was published twice weekly (Tuesdays and Saturdays) between 1750–1752.
B. ""The Rambler"" comprised 208 articles, Johnson’s most consistent and sustained work in English.
C. ""The Idler"" (1758–1760) was published in the Universal Chronicle and included 103 essays.
D. Most of ""The Idler"" was written by Johnson, but some essays were contributed by others.
E. The essay ""The Vulture"" was included in ""The Idler,"" satirizing the war.
Choose the correct answer from the options given below:","A, B and C only","B, C and D only","A, C and E only","A, B, C and D only",4,"Statements A, B, C, and D are correct:
""The Rambler"" ran from 1750–1752 with 208 essays.
It was Johnson’s most sustained periodical achievement.
""The Idler"" ran from 1758–1760 in the Universal Chronicle with 103 essays.
Most were Johnson’s, though some were by friends.
Statement E is false: ""The Vulture"" is not part of ""The Idler.""",2,0,Medium
Q-00034,33,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Arrange the following 19th Century magazines in the chronological order of publication:
(A) ""The London Magazine""
(B) ""Quarterly Review""
(C) ""The Spectator""
(D) ""Edinburgh Review""
Choose the correct answer from the options given below:","(A), (D), (C), (B)","(D), (B), (A), (C)","(B), (A), (D), (C)","(C), (D), (B), (A)",1,"The correct order is:
""The London Magazine"" (1732, revived later),
""Edinburgh Review"" (1802),
""The Spectator"" (1828 revival, distinct from Addison and Steele’s),
""Quarterly Review"" (1809).  
Hence the correct chronological placement is (A), (D), (C), (B).",2,0,Hard
Q-00035,34,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Arrange the following journals in the chronological order in which they started publication:
A. ""The Tatler""
B. ""The Examiner""
C. ""The Review""
D. ""The Spectator""
Choose the correct answer from the options given below:","A, D, C, B","B, A, D, C","C, A, B, D","C, A, D, B",4,"The correct order is:
Daniel Defoe’s ""The Review"" (1704),
Richard Steele’s ""The Tatler"" (1709),
Addison and Steele’s ""The Spectator"" (1711),
""The Examiner"" (1710).  
Hence the chronological order is C, A, D, B.",2,0,Medium
Q-00036,35,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Arrange the following periodicals in the chronological order in which they started publication:
A. ""The Spectator""
B. ""The Tatler""
C. ""The Rambler""
D. ""The Critical Review""
Choose the correct answer from the options given below:","A, B, C, D","B, A, C, D","B, C, D, A","A, D, B, C",2,"The correct order is:
""The Tatler"" (1709),
""The Spectator"" (1711),
""The Rambler"" (1750),
""The Critical Review"" (1756).  
Hence, the correct sequence is B, A, C, D.",2,0,Easy
Q-00037,36,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Joseph Addison was associated with which of the following?
A. ""The London Magazine""
B. ""The Spectator""
C. ""The Gentleman’s Magazine""
D. ""The Tatler""
E. ""The Rambler""
Choose the correct answer from the options given below:",A and D,B and D,C and E,D and E,2,"Joseph Addison worked closely with Richard Steele in ""The Tatler"" (1709) and ""The Spectator"" (1711–1712).  
He was not connected with ""The Gentleman’s Magazine"" (Edward Cave), ""The Rambler"" (Samuel Johnson), or ""The London Magazine.""",2,0,Easy
Q-00038,37,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Find the chronological order of the writers in terms of the period they belonged to:
A. Richard Steele
B. Charles Lamb
C. John Dryden
D. Francis Bacon
E. Matthew Arnold
Choose the correct answer from the options given below:",A B C D E,B D E C A,C B D A E,D C A B E,4,"The correct chronological order is:
Francis Bacon (1561–1626) → John Dryden (1631–1700) → Richard Steele (1672–1729) → Charles Lamb (1775–1834) → Matthew Arnold (1822–1888).  
Thus, the sequence is D, C, A, B, E.",2,0,Medium
Q-00039,38,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"What is the correct chronological sequence of the following English non-fictional prose writers according to their years of birth?
A. Joseph Addison
B. Francis Bacon
C. Charles Lamb
D. Virginia Woolf
E. Matthew Arnold
Choose the correct answer from the options given below:","A, D, C, B, E","B, A, C, E, D","C, A, D, E, B","D, C, B, A, E",2,"The correct order by birth years is:
Francis Bacon (1561) → Joseph Addison (1672) → Charles Lamb (1775) → Matthew Arnold (1822) → Virginia Woolf (1882).  
Hence, the order is B, A, C, E, D.",2,0,Hard
Q-00040,39,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"What is the correct chronological sequence of the following texts?
A. ""The Advancement of Learning""
B. ""An Apology for Poetry""
C. ""The Uses of The Spectator""
D. ""My Relations""
E. ""How it Strikes a Contemporary""
Choose the correct answer from the options given below:","A, B, C, D, E","B, A, C, D, E","C, A, D, E, B","D, C, B, A, E",2,"The correct order is:
""An Apology for Poetry"" (c. 1580, Philip Sidney)  
""The Advancement of Learning"" (1605, Francis Bacon)  
""The Uses of The Spectator"" (1711–12, Addison and Steele)  
""My Relations"" (1821, Charles Lamb)  
""How it Strikes a Contemporary"" (1895, Matthew Arnold).  
Thus, the sequence is B, A, C, D, E.",2,0,Hard
Q-00041,40,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Arrange the following in the chronological order of publication:
(A) ""Modern English Usage""
(B) ""Proposals for Perfecting the English Language""
(C) ""Usage and Abusage""
(D) ""An American Dictionary of the English Language""
Choose the correct answer from the options given below:","D, B, C, A","B, D, A, C","B, C, D, A","D, C, A, B",2,"The correct chronological order is:
Jonathan Swift’s ""Proposals for Perfecting the English Language"" (1712)  
Noah Webster’s ""An American Dictionary of the English Language"" (1828)  
Henry Fowler’s ""Modern English Usage"" (1926)  
Eric Partridge’s ""Usage and Abusage"" (1942).  
Thus, the sequence is B, D, A, C.",2,0,Medium
Q-00042,41,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Which among the following are the titles of the periodicals?
A. Dickens’ ""Household Words""
B. S. T. Coleridge’s ""The Friend""
C. Richard Steele’s ""The Guardian""
D. Franz Kafka’s ""The Metamorphosis""
E. Leigh Hunt’s ""The Indicator""
Choose the correct answer from the options given below:",A and B only,B and C only,"A, B, C and E only","C, D and E only",3,"The correct periodicals are:
Dickens’ ""Household Words"" (1850–1859)  
Coleridge’s ""The Friend"" (1809)  
Steele’s ""The Guardian"" (1713)  
Hunt’s ""The Indicator"" (1819–1821).  
Kafka’s ""The Metamorphosis"" (1915) is a novella, not a periodical.  
Thus, A, B, C, and E are correct.",2,0,Easy
Q-00043,42,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Match List I and List II

List I (Essayist)  
A. George Orwell  
B. Michel de Montaigne  
C. Charles Lamb  
D. Jonathan Swift  

List II (Essay)  
I. ""On the Artificial Comedy of the Last Century""  
II. ""Why I Write""  
III. ""A Modest Proposal""  
IV. ""On the Cannibals""  

Choose the correct answer from the options given below:","A–III, B–IV, C–III, D–I","A–II, B–IV, C–I, D–III","A–IV, B–III, C–II, D–I","A–II, B–III, C–I, D–IV",2,"Correct matches are:  
A — II (""Why I Write"" by George Orwell)  
B — IV (""On the Cannibals"" by Michel de Montaigne)  
C — I (""On the Artificial Comedy of the Last Century"" by Charles Lamb)  
D — III (""A Modest Proposal"" by Jonathan Swift)",2,0,Medium
Q-00044,43,Paper 2,,"Chapter 10: AUGUSTAN POETRY, PROSE, FICTION, DRAMA (1702-1784)",British Literature,SINGLECORRECT,"Match List I with List II  

List I (Excerpts)  
A. ""When I found myself on my feet, I looked about me, and must confess I never beheld a more entertaining prospect. The country round appeared like a continued garden, and the inclosed fields, which were generally forty foot square, resembled so many beds of flowers.""  
B. ""There is likewise another great advantage in my scheme, that it will prevent those voluntary abortions, and that horrid practice of women murdering their bastard children, alas, too frequent among us...""  
C. ""Having to no purpose used all peaceable endeavors, the collected part of the semen, raised and inflamed, became adust, converted to choler, turned head upon the spinal duct, and ascended to the brain.""  
D. ""Sweeping from butchers' stalls, dung, guts, and blood, drowned puppies, stinking sprats, all drenched in mud, dead cats, and turnip tops, come tumbling down the flood.""  

List II (Works)  
I. ""A Description of a City Shower""  
II. ""Gulliver’s Travels""  
III. ""A Modest Proposal""  
IV. ""A Tale of a Tub""  

Choose the correct answer from the options given below:","A–IV, B–III, C–II, D–I","A–II, B–III, C–IV, D–I","A–I, B–II, C–III, D–IV","A–I, B–II, C–IV, D–III",2,"Correct matches are:  
A — II (""Gulliver’s Travels"")  
B — III (""A Modest Proposal"")  
C — IV (""A Tale of a Tub"")  
D — I (""A Description of a City Shower"")  
Thus, the correct sequence is A–II, B–III, C–IV, D–I.",2,0,Hard
